order_id,customer_id,order_date,required_date,shipped_date,store_id,staff_id
266,933,10-06-2016,13-06-2016,13-06-2016,2,7
267,282,11-06-2016,14-06-2016,14-06-2016,1,3
268,540,11-06-2016,14-06-2016,12-06-2016,1,3
269,764,12-06-2016,13-06-2016,15-06-2016,2,6
270,879,12-06-2016,15-06-2016,13-06-2016,2,7
271,350,13-06-2016,16-06-2016,14-06-2016,2,7
272,497,15-06-2016,18-06-2016,16-06-2016,2,7
273,1340,16-06-2016,19-06-2016,17-06-2016,2,7
274,411,17-06-2016,20-06-2016,18-06-2016,2,7
275,1341,17-06-2016,19-06-2016,18-06-2016,2,7
276,1227,18-06-2016,19-06-2016,19-06-2016,2,6
277,546,19-06-2016,20-06-2016,20-06-2016,2,7
278,1301,20-06-2016,23-06-2016,21-06-2016,1,3
279,378,21-06-2016,22-06-2016,22-06-2016,2,6
280,638,21-06-2016,22-06-2016,23-06-2016,2,7
281,800,21-06-2016,22-06-2016,23-06-2016,2,7
282,159,22-06-2016,25-06-2016,25-06-2016,3,9
283,181,23-06-2016,26-06-2016,26-06-2016,1,2
284,1356,23-06-2016,25-06-2016,25-06-2016,2,7
285,319,25-06-2016,26-06-2016,27-06-2016,1,2
286,59,25-06-2016,26-06-2016,26-06-2016,2,6
287,133,25-06-2016,26-06-2016,27-06-2016,2,6
288,780,25-06-2016,28-06-2016,28-06-2016,2,6
289,849,27-06-2016,28-06-2016,30-06-2016,2,6
290,202,28-06-2016,29-06-2016,30-06-2016,2,6
291,158,29-06-2016,30-06-2016,01-07-2016,2,6
292,360,29-06-2016,30-06-2016,02-07-2016,3,9
293,573,30-06-2016,03-07-2016,02-07-2016,2,7
294,732,01-07-2016,02-07-2016,02-07-2016,2,7
295,1130,01-07-2016,04-07-2016,04-07-2016,2,7
296,1245,04-07-2016,07-07-2016,06-07-2016,2,6
297,1425,04-07-2016,05-07-2016,06-07-2016,2,7
298,885,04-07-2016,07-07-2016,07-07-2016,3,9
299,281,05-07-2016,06-07-2016,07-07-2016,2,6
300,1205,05-07-2016,08-07-2016,08-07-2016,2,6
301,17,06-07-2016,09-07-2016,08-07-2016,2,6
302,1375,06-07-2016,07-07-2016,09-07-2016,2,6
303,36,07-07-2016,08-07-2016,09-07-2016,2,7
304,230,07-07-2016,08-07-2016,08-07-2016,2,6
305,705,07-07-2016,08-07-2016,08-07-2016,2,7
306,424,09-07-2016,10-07-2016,12-07-2016,2,7
307,695,09-07-2016,11-07-2016,11-07-2016,2,6
308,156,11-07-2016,12-07-2016,14-07-2016,2,6
309,211,11-07-2016,13-07-2016,13-07-2016,2,6
310,627,12-07-2016,13-07-2016,13-07-2016,1,2
311,1400,12-07-2016,14-07-2016,13-07-2016,2,6
312,299,13-07-2016,15-07-2016,16-07-2016,2,6
313,565,14-07-2016,15-07-2016,15-07-2016,3,9
314,1019,15-07-2016,17-07-2016,17-07-2016,2,7
315,1263,16-07-2016,19-07-2016,17-07-2016,2,6
316,670,17-07-2016,20-07-2016,19-07-2016,2,7
317,795,17-07-2016,20-07-2016,19-07-2016,2,7
318,1141,17-07-2016,19-07-2016,20-07-2016,2,7
319,941,18-07-2016,21-07-2016,21-07-2016,2,6
320,1428,19-07-2016,20-07-2016,21-07-2016,1,2
321,568,19-07-2016,22-07-2016,21-07-2016,2,6
322,924,19-07-2016,22-07-2016,20-07-2016,2,6
323,1243,19-07-2016,22-07-2016,21-07-2016,2,6
324,480,20-07-2016,22-07-2016,23-07-2016,2,6
325,848,20-07-2016,21-07-2016,21-07-2016,2,6
326,1337,20-07-2016,21-07-2016,22-07-2016,3,9
327,83,21-07-2016,24-07-2016,22-07-2016,2,6
328,528,23-07-2016,26-07-2016,25-07-2016,2,6
329,274,24-07-2016,27-07-2016,26-07-2016,2,6
330,622,24-07-2016,27-07-2016,27-07-2016,2,6
331,642,24-07-2016,26-07-2016,25-07-2016,2,6
332,659,24-07-2016,26-07-2016,26-07-2016,2,7
333,779,25-07-2016,27-07-2016,26-07-2016,2,6
334,1112,25-07-2016,28-07-2016,27-07-2016,2,7
335,1193,25-07-2016,27-07-2016,26-07-2016,2,6
336,1030,26-07-2016,29-07-2016,27-07-2016,2,7
337,1252,26-07-2016,27-07-2016,28-07-2016,2,7
338,1333,28-07-2016,29-07-2016,30-07-2016,1,3
339,1110,28-07-2016,31-07-2016,29-07-2016,2,7
340,963,29-07-2016,30-07-2016,31-07-2016,2,7
341,1357,31-07-2016,03-08-2016,01-08-2016,1,3
342,806,31-07-2016,01-08-2016,03-08-2016,2,7
343,961,31-07-2016,02-08-2016,01-08-2016,2,7
344,750,01-08-2016,03-08-2016,02-08-2016,2,6
345,1299,01-08-2016,04-08-2016,03-08-2016,2,6
346,584,01-08-2016,03-08-2016,02-08-2016,3,9
347,1004,02-08-2016,03-08-2016,05-08-2016,2,6
348,907,02-08-2016,05-08-2016,04-08-2016,3,9
349,30,03-08-2016,03-08-2016,NULL,1,3
350,31,03-08-2016,03-08-2016,NULL,1,3
351,1307,03-08-2016,06-08-2016,04-08-2016,1,2
352,16,03-08-2016,04-08-2016,06-08-2016,2,7
353,1387,03-08-2016,06-08-2016,06-08-2016,2,7
354,551,03-08-2016,05-08-2016,06-08-2016,3,8
355,1011,03-08-2016,05-08-2016,05-08-2016,3,8
356,1189,04-08-2016,07-08-2016,06-08-2016,2,6
357,14,05-08-2016,05-08-2016,NULL,3,8
358,1042,05-08-2016,07-08-2016,07-08-2016,2,7
359,441,07-08-2016,10-08-2016,10-08-2016,2,7
360,1300,07-08-2016,09-08-2016,10-08-2016,2,6
361,994,08-08-2016,09-08-2016,11-08-2016,2,6
362,187,09-08-2016,11-08-2016,11-08-2016,1,2
363,834,11-08-2016,12-08-2016,13-08-2016,3,8
364,373,12-08-2016,14-08-2016,13-08-2016,2,6
365,981,13-08-2016,14-08-2016,15-08-2016,2,6
366,1054,13-08-2016,14-08-2016,14-08-2016,3,9
367,527,14-08-2016,15-08-2016,15-08-2016,2,7
368,995,14-08-2016,15-08-2016,17-08-2016,2,7
369,1285,15-08-2016,18-08-2016,18-08-2016,1,3
370,758,15-08-2016,18-08-2016,18-08-2016,2,7
371,891,15-08-2016,16-08-2016,18-08-2016,2,7
372,132,16-08-2016,18-08-2016,18-08-2016,2,6
373,337,16-08-2016,19-08-2016,17-08-2016,2,7
374,1313,17-08-2016,19-08-2016,18-08-2016,1,2
375,536,17-08-2016,20-08-2016,20-08-2016,2,7
376,825,17-08-2016,19-08-2016,18-08-2016,2,6
377,1355,17-08-2016,19-08-2016,20-08-2016,2,6
378,475,17-08-2016,20-08-2016,20-08-2016,3,9
379,954,18-08-2016,21-08-2016,21-08-2016,2,7
380,1156,19-08-2016,20-08-2016,21-08-2016,2,7
381,1297,19-08-2016,21-08-2016,21-08-2016,2,7
382,199,20-08-2016,23-08-2016,23-08-2016,2,6
383,331,20-08-2016,23-08-2016,22-08-2016,2,7
384,410,20-08-2016,22-08-2016,23-08-2016,2,7
385,1274,20-08-2016,23-08-2016,22-08-2016,2,7
386,1362,20-08-2016,23-08-2016,23-08-2016,2,6
387,451,20-08-2016,21-08-2016,21-08-2016,3,8
388,1080,21-08-2016,24-08-2016,23-08-2016,3,8
389,53,22-08-2016,24-08-2016,25-08-2016,1,3
390,576,22-08-2016,24-08-2016,25-08-2016,3,9
391,61,23-08-2016,23-08-2016,NULL,3,9
392,176,23-08-2016,26-08-2016,24-08-2016,1,3
393,368,25-08-2016,26-08-2016,27-08-2016,2,6
394,522,26-08-2016,28-08-2016,29-08-2016,1,3
395,144,26-08-2016,27-08-2016,29-08-2016,2,6
396,542,27-08-2016,30-08-2016,29-08-2016,2,6
397,1437,28-08-2016,31-08-2016,29-08-2016,2,7
398,447,29-08-2016,30-08-2016,01-09-2016,1,2
399,1001,29-08-2016,01-09-2016,01-09-2016,2,7
400,1295,29-08-2016,30-08-2016,31-08-2016,2,6
401,103,30-08-2016,02-09-2016,01-09-2016,2,6
402,1335,30-08-2016,01-09-2016,31-08-2016,2,6
403,578,31-08-2016,01-09-2016,02-09-2016,1,3
404,396,31-08-2016,03-09-2016,01-09-2016,2,7
405,603,31-08-2016,01-09-2016,01-09-2016,2,6
406,1380,31-08-2016,02-09-2016,01-09-2016,2,7
407,77,01-09-2016,01-09-2016,NULL,3,8
408,1071,01-09-2016,02-09-2016,02-09-2016,1,2
409,416,01-09-2016,04-09-2016,04-09-2016,2,7
410,1151,01-09-2016,03-09-2016,02-09-2016,2,6
411,261,02-09-2016,04-09-2016,04-09-2016,1,3
412,1202,02-09-2016,04-09-2016,04-09-2016,1,3
413,717,02-09-2016,05-09-2016,03-09-2016,2,6
414,917,03-09-2016,06-09-2016,06-09-2016,2,7
415,1265,03-09-2016,06-09-2016,06-09-2016,2,7
416,1377,03-09-2016,04-09-2016,06-09-2016,2,7
417,359,04-09-2016,05-09-2016,06-09-2016,1,3
418,88,04-09-2016,05-09-2016,05-09-2016,2,6
419,14,04-09-2016,07-09-2016,06-09-2016,3,8
420,72,05-09-2016,06-09-2016,07-09-2016,1,3
421,240,05-09-2016,06-09-2016,08-09-2016,1,3
422,398,06-09-2016,07-09-2016,09-09-2016,2,6
423,1397,06-09-2016,09-09-2016,09-09-2016,2,7
424,67,08-09-2016,11-09-2016,11-09-2016,1,3
425,843,08-09-2016,11-09-2016,11-09-2016,2,6
426,944,08-09-2016,10-09-2016,10-09-2016,2,6
427,434,09-09-2016,10-09-2016,11-09-2016,1,2
428,1039,09-09-2016,12-09-2016,10-09-2016,2,6
429,153,10-09-2016,12-09-2016,12-09-2016,3,8
430,272,11-09-2016,13-09-2016,12-09-2016,2,6
431,1217,11-09-2016,12-09-2016,12-09-2016,2,6
432,169,12-09-2016,15-09-2016,14-09-2016,1,2
433,1062,12-09-2016,15-09-2016,13-09-2016,2,6
434,726,13-09-2016,15-09-2016,14-09-2016,2,6
435,77,14-09-2016,15-09-2016,16-09-2016,3,9
436,791,16-09-2016,19-09-2016,19-09-2016,2,7
437,1085,16-09-2016,18-09-2016,18-09-2016,2,7
438,314,16-09-2016,19-09-2016,18-09-2016,3,8
439,149,17-09-2016,20-09-2016,18-09-2016,2,6
440,882,17-09-2016,18-09-2016,19-09-2016,2,7
441,704,18-09-2016,19-09-2016,19-09-2016,1,2
442,667,18-09-2016,21-09-2016,21-09-2016,2,7
443,1371,18-09-2016,19-09-2016,20-09-2016,2,6
444,30,19-09-2016,20-09-2016,21-09-2016,1,2
445,362,19-09-2016,22-09-2016,22-09-2016,2,6
446,399,19-09-2016,21-09-2016,20-09-2016,2,7
447,808,20-09-2016,23-09-2016,22-09-2016,3,8
448,101,21-09-2016,22-09-2016,24-09-2016,2,6
449,492,21-09-2016,24-09-2016,22-09-2016,2,7
450,575,21-09-2016,24-09-2016,23-09-2016,2,7
451,1146,21-09-2016,23-09-2016,22-09-2016,2,7
452,997,22-09-2016,23-09-2016,24-09-2016,2,7
453,1028,22-09-2016,24-09-2016,25-09-2016,2,7
454,988,23-09-2016,25-09-2016,26-09-2016,2,6
455,1055,23-09-2016,24-09-2016,24-09-2016,2,7
456,1061,23-09-2016,26-09-2016,25-09-2016,3,9
457,1349,24-09-2016,27-09-2016,27-09-2016,1,3
458,197,25-09-2016,28-09-2016,26-09-2016,2,6
459,874,25-09-2016,28-09-2016,26-09-2016,2,6
460,691,25-09-2016,27-09-2016,26-09-2016,3,8
461,853,26-09-2016,27-09-2016,27-09-2016,2,7
462,852,27-09-2016,28-09-2016,29-09-2016,2,6
463,964,27-09-2016,28-09-2016,28-09-2016,3,8
464,74,28-09-2016,30-09-2016,29-09-2016,2,7
465,1198,28-09-2016,01-10-2016,01-10-2016,2,6
466,1440,28-09-2016,29-09-2016,01-10-2016,2,7
467,555,28-09-2016,30-09-2016,30-09-2016,3,8
468,1261,29-09-2016,02-10-2016,30-09-2016,1,3
469,1089,29-09-2016,02-10-2016,02-10-2016,2,7
470,641,30-09-2016,02-10-2016,02-10-2016,1,3
471,697,30-09-2016,02-10-2016,01-10-2016,1,3
472,468,30-09-2016,01-10-2016,01-10-2016,2,7
473,549,30-09-2016,02-10-2016,03-10-2016,2,7
474,553,01-10-2016,04-10-2016,04-10-2016,1,3
475,241,01-10-2016,04-10-2016,03-10-2016,2,7
476,559,01-10-2016,04-10-2016,02-10-2016,2,6
